MSOA,population,males,females,children,youth,elderly
E02002113,6399,3089,3309,365,707,1626
E02002114,6082,2966,3110,312,574,2020
E02002115,6828,3321,3504,433,775,1756
E02002116,6755,3319,3438,299,665,2262
E02002117,6255,3151,3099,276,723,1751
E02002118,7423,3595,3825,501,859,1703
E02002119,5980,2958,3026,298,675,1615
E02002120,6111,3006,3102,316,714,1626
E02002121,6666,3196,3470,462,803,1364
E02002122,7154,3529,3629,609,979,966
E02002123,6602,3158,3447,483,782,1631
E02002124,6915,3234,3690,335,668,2307
E02002125,6449,3177,3268,390,608,1532
E02002126,6681,3200,3479,612,776,1266
E02002127,9794,4736,5053,796,1321,1432
E02002128,5627,2740,2897,293,541,1766
E02002129,6033,3010,3021,293,605,1726
E02002130,6865,3318,3547,522,853,1266
E02002131,7775,3811,3961,324,753,2572
E02002132,6441,3053,3389,360,689,1477
E02002133,6904,3381,3519,371,677,1720
E02002134,9238,4539,4694,643,1093,1713
E02002135,7984,3962,4016,617,1098,1178
E02002136,8003,3972,4032,517,906,1502
E02002137,6115,2990,3124,255,557,2101
E02002138,6357,3134,3224,362,885,1385
E02002139,10862,5409,5456,946,1894,1592
E02002140,8555,4193,4363,702,1127,1423
E02002141,6461,3118,3337,351,566,1884
E02002142,7549,3684,3869,536,1005,1179
E02002143,10261,5029,5238,891,1573,1362
E02002144,6845,3357,3485,306,727,2128
E02002145,8492,4112,4380,706,1000,1395
E02002146,6422,3116,3311,374,935,1266
E02002147,9108,4508,4604,760,1089,1554
E02002148,11434,5454,5972,628,1211,2971
E02002149,10088,4870,5213,513,995,2742
E02002150,5791,2800,2991,349,682,1298
E02002151,5558,2657,2896,301,619,1245
E02002152,6273,2985,3288,377,795,1182
E02002153,7478,3628,3853,482,794,2003
E02002154,7411,3644,3771,524,796,1223
E02002155,6517,3009,3507,512,853,971
E02002156,8302,4040,4262,435,935,2011
E02002157,7829,3779,4040,437,811,2002
E02002158,7523,3701,3827,452,749,2189
E02002159,6179,3098,3079,404,840,870
E02002160,7576,3729,3850,426,847,1766
E02002161,7125,3699,3425,631,964,872
E02002162,7776,3680,4092,292,647,2783
E02002163,11876,5874,5996,976,1314,1764
E02002164,6743,3534,3210,498,1430,724
E02002165,7896,4124,3770,457,922,1469
E02002166,9408,4546,4862,534,1153,1958
E02002167,6640,3229,3411,308,595,2029
E02002168,11533,5866,5668,733,2194,1541
E02002169,8804,4248,4561,380,850,2803
E02002170,6311,3074,3236,412,739,1419
E02002171,7723,3775,3940,518,785,1808
E02002174,7641,3787,3856,367,772,2057
E02002175,7792,3816,3979,473,940,1557
E02002176,7847,3872,3971,538,861,1910
E02002177,11507,5673,5831,895,1281,1827
E02002178,8142,4040,4097,391,835,2284
E02002179,6564,3209,3364,336,630,1805
E02002180,6492,3151,3339,342,722,1700
E02002181,8434,4109,4327,579,1058,1550
E02002182,6587,3216,3370,335,870,1589
E02002183,5701,2673,3030,162,401,2499
E02002184,13123,6222,6903,464,1159,4680
E02002185,5862,2861,3009,289,511,1748
E02002187,6194,3063,3127,281,509,1973
E02002188,7788,3880,3908,378,794,2108
E02002189,7187,3582,3600,455,1075,1554
E02002190,11888,5890,6003,867,1702,2088
E02002191,9646,4668,4976,664,1322,1573
E02002192,9140,4436,4701,374,740,3198
E02002193,6475,3250,3223,398,738,1474
E02002194,7477,3548,3931,504,789,1911
E02002195,6365,3083,3272,243,517,2291
E02002196,6415,3159,3249,335,656,1625
E02002197,8694,4241,4451,394,829,2261
E02002198,8420,4127,4288,490,696,2501
E02002199,7243,3503,3739,418,638,1961
E02002200,9096,4357,4742,450,780,2571
E02002201,12240,5930,6311,737,1242,2858
E02002202,7492,3804,3685,413,801,1534
E02002203,7738,3739,3994,514,844,1674
E02002204,11430,5408,6018,500,994,3590
E02002205,9781,4778,5002,406,840,3001
E02002206,8844,4305,4538,582,1011,2096
E02002207,7501,3747,3752,495,1213,1159
E02002208,8135,3825,4317,538,948,1855
E02002209,7008,3415,3589,540,967,928
E02002210,7697,3712,3969,508,931,1623
E02002211,7709,3861,3848,544,1286,1307
E02002212,9589,4616,4969,989,1444,920
E02002213,7676,3692,3987,401,696,2077
E02002214,6592,3290,3309,476,760,1228
E02002215,10790,5333,5458,828,2011,1399
E02002216,10158,5112,5045,738,1728,1430
E02002217,10388,5226,5160,781,1807,1300
E02002218,10286,4959,5328,824,1301,1906
E02002219,8291,4058,4229,712,1487,819
E02002220,9672,4750,4925,841,1691,1048
E02002222,9231,4430,4799,731,1243,1524
E02002223,7852,3914,3930,620,1427,822
E02002224,10842,5490,5350,809,1942,1145
E02002225,8532,4177,4354,443,836,2188
E02002226,14132,7229,6895,1131,3445,1316
E02002227,6210,3087,3126,519,923,888
E02002228,7648,3750,3890,678,1080,1185
E02002229,8288,3723,4566,432,1114,1942
E02002230,8635,4380,4255,797,1467,880
E02002231,13328,6371,6956,921,1902,2275
E02002232,7316,3558,3759,694,1086,1041
E02002233,9777,4964,4806,763,1941,952
E02002234,7599,3669,3932,611,1041,1165
E02002235,7076,3500,3576,527,1178,939
E02002236,6589,3184,3404,557,763,1358
E02002237,8836,4216,4621,674,1114,1593
E02002238,6455,3095,3356,446,896,1262
E02002239,10866,5270,5597,794,1248,1984
E02002240,11569,5759,5811,695,1207,2726
E02002241,12216,5898,6324,809,1354,2514
E02002242,7888,3826,4059,405,798,2325
E02002243,9627,4585,5040,589,992,2377
E02002244,6069,2922,3147,288,587,1769
E02002245,5396,2607,2788,414,673,1013
E02002246,9563,4596,4967,421,861,3043
E02002247,8939,4281,4657,339,708,2605
E02002248,7777,3753,4023,503,866,1718
E02002249,5613,2681,2930,438,677,1069
E02002250,8219,4030,4191,333,749,2532
E02002251,7946,4100,3842,435,807,1917
E02002252,6780,3303,3470,421,634,1731
E02002253,8602,4203,4406,738,1252,1217
E02002254,6216,2965,3257,298,606,1850
E02002255,7721,3840,3881,580,1203,1024
E02002256,9454,4534,4915,493,936,2365
E02002257,6542,3287,3256,570,1032,808
E02002258,8881,4343,4541,417,867,2363
E02002259,7137,3464,3671,398,714,1824
E02002260,9058,4436,4627,447,905,2348
E02002261,7929,3910,4021,431,786,2042
E02002262,7673,3698,3972,360,775,2277
E02002263,6494,3136,3366,313,647,1708
E02002264,7070,3413,3651,341,660,2091
E02002265,5611,2712,2899,261,535,1605
E02002266,5738,2846,2890,265,521,1729
E02002267,7990,3909,4075,395,800,2235
E02002268,10308,4953,5342,559,1164,2559
E02002269,9387,4594,4795,481,936,2506
E02002270,8516,4193,4332,386,829,2283
E02002271,7550,3585,3972,431,702,2058
E02002272,9668,4711,4960,583,986,2331
E02002273,6580,3198,3386,365,642,1725
E02002274,6857,3361,3503,310,677,1825
E02002275,8567,4203,4372,481,869,2177
E02002276,7795,3814,3980,479,899,1715
E02002277,6906,3439,3471,464,947,1289
E02002278,6722,3251,3473,374,768,1644
E02002279,6273,3046,3222,391,690,1451
E02002280,6865,3402,3465,491,1102,1122
E02002281,11657,5725,5931,757,1370,2446
E02002282,7447,3689,3757,594,1100,1078
E02002283,7176,3622,3554,445,1117,1252
E02002284,6251,3078,3173,379,636,1555
E02002285,7973,3881,4096,392,794,2246
E02002286,6332,3092,3239,539,793,1060
E02002287,7263,3735,3527,519,1055,1139
E02002288,10149,4923,5220,659,1123,2038
E02002289,7043,3484,3557,529,1183,794
E02002290,6293,3050,3244,273,578,2063
E02002291,6548,3209,3340,333,669,1814
E02002292,5601,2737,2866,231,566,1683
E02002293,8853,4448,4407,750,1555,886
E02002294,11137,5574,5564,772,1991,1706
E02002295,7323,3476,3856,606,891,1137
E02002296,6933,3342,3589,343,657,2153
E02002297,6997,3453,3544,379,757,1900
E02002298,6655,3255,3401,373,701,1834
E02002299,7224,3572,3654,508,1328,929
E02002300,8591,4062,4537,548,746,2229
E02002301,8267,4206,4062,651,1211,1057
E02002302,6168,2999,3177,283,586,1744
E02002303,6638,3142,3495,355,684,1618
E02002304,6535,3389,3146,307,1095,1319
E02002305,6191,2982,3202,384,868,1218
E02002306,6214,2979,3231,281,558,1904
E02002307,5928,2849,3074,344,635,1559
E02002308,6782,3323,3454,355,720,1500
E02002309,6824,3523,3301,432,1108,1181
E02002310,5773,2768,3010,339,674,1344
E02002311,6544,3216,3328,378,650,1612
E02002312,8125,4070,4056,424,2613,1090
E02002313,7789,3956,3841,600,1262,976
E02002314,5881,2833,3056,270,586,1853
E02002315,6687,3306,3378,376,780,1385
E02002316,6676,3247,3422,299,654,2078
E02002317,7485,3599,3889,547,923,1509
E02002318,6165,2984,3173,342,706,1728
E02002319,6965,3394,3570,396,669,1613
E02002320,6000,2951,3047,243,516,1996
E02002321,6784,3323,3460,259,1190,1975
E02002322,6380,3164,3218,309,548,1861
E02002323,8223,3972,4247,368,794,2596
E02002324,6568,3187,3381,279,595,2111
E02002325,9106,4366,4742,473,869,2675
E02002326,6011,2961,3052,295,587,1728
E02002327,10060,4871,5199,467,926,3068
E02002328,7022,3454,3559,282,632,2195
E02002329,12199,5943,6258,515,1199,3497
E02002330,6989,3330,3657,316,569,2654
E02002331,7365,3892,3477,325,677,2389
E02002332,6532,3145,3388,358,597,1969
E02002333,7835,3763,4063,330,627,2617
E02002334,7620,3687,3936,419,628,2518
E02002335,7524,3691,3838,380,579,2547
E02002336,6997,3371,3627,360,626,2168
E02002337,7730,3862,3861,386,657,2131
E02002338,7282,3477,3801,360,743,1937
E02002339,5649,2682,2963,343,542,1417
E02002340,5861,2840,3021,263,519,1871
E02002341,7434,3597,3840,375,610,2322
E02002342,6081,2928,3151,341,486,1779
E02002343,5942,2859,3088,336,548,1483
E02002344,7807,3679,4131,443,563,2286
E02002345,6173,3078,3101,309,566,1823
E02002346,6158,2966,3183,406,586,1393
E02002347,6578,3142,3429,558,631,1308
E02002348,6520,3099,3414,376,638,1633
E02002349,5867,2823,3035,367,514,1467
E02002350,6661,3151,3507,308,1042,1790
E02002351,5628,2753,2880,274,435,1856
E02002352,7808,3870,3946,497,670,1943
E02002353,6020,2902,3116,405,541,1282
E02002354,8200,3955,4253,542,705,1873
E02002356,9312,4544,4773,658,808,1992
E02002357,8333,4039,4288,480,766,1815
E02002358,8639,4170,4469,602,816,2035
E02002359,6482,3162,3319,284,524,2144
E02002360,6862,3322,3548,380,677,1399
E02002361,6066,2932,3134,379,588,1147
E02002362,8047,3914,4128,486,857,1512
E02002363,7032,3421,3620,313,640,1478
E02002364,5972,2839,3132,412,645,1356
E02002366,8402,4113,4279,494,1067,1832
E02002367,6424,3034,3393,366,745,1052
E02002368,8654,4152,4500,544,687,2040
E02002369,7976,3776,4204,608,925,1356
E02002370,7267,3461,3803,574,846,1383
E02002371,10556,5141,5419,619,1475,1609
E02002373,8509,4351,4155,123,5483,575
E02002374,6893,3517,3366,368,1086,1174
E02002375,6593,3196,3399,459,1172,922
E02002376,7812,3867,3951,568,1202,898
E02002377,7513,3863,3652,569,1446,736
E02002379,5996,2731,3268,482,788,891
E02002380,5503,2659,2840,255,530,1442
E02002381,6288,3022,3265,382,555,1324
E02002382,7201,3665,3532,753,1142,547
E02002383,8126,3612,4520,152,5944,287
E02002384,12481,6032,6447,769,4322,954
E02002385,8470,4461,4012,237,3278,661
E02002386,9153,4430,4716,435,724,3008
E02002387,6020,2887,3129,327,780,1099
E02002388,8151,3938,4213,604,940,1254
E02002389,7705,3682,4017,551,1073,1336
E02002390,7069,3401,3672,431,767,1414
E02002391,7924,3834,4089,443,718,1739
E02002392,9986,4492,5502,166,6682,342
E02002393,8939,4597,4341,897,1221,858
E02002394,7644,3828,3817,707,1112,915
E02002395,7388,3639,3747,491,812,1547
E02002396,9048,4499,4558,567,1009,1889
E02002397,7685,3726,3964,429,862,1823
E02002398,7463,3646,3827,316,768,2376
E02002399,6446,3091,3361,438,808,1080
E02002400,9816,5426,4386,754,1292,1121
E02002401,6629,3092,3535,530,881,1056
E02002402,5780,2870,2910,269,539,1760
E02002403,6293,2982,3316,252,698,1968
E02002404,10984,5600,5385,697,2201,1136
E02002405,9168,4458,4712,550,958,2247
E02002406,7265,3547,3716,382,647,2228
E02002407,6469,3073,3401,463,739,1086
E02002408,7531,3660,3884,369,774,1873
E02002409,6094,2972,3123,342,619,1477
E02002410,6920,3441,3479,389,693,1590
E02002411,9055,4721,4345,587,1565,923
E02002412,7230,3559,3678,401,751,1529
E02002414,6737,3391,3353,448,954,940
E02002415,7876,4035,3846,682,1391,566
E02002416,6964,3316,3646,358,645,2176
E02002417,7325,3586,3737,433,689,1934
E02002418,7078,3392,3689,356,708,1875
E02002419,8187,4027,4161,615,815,1531
E02002420,8368,4195,4168,590,983,1446
E02002421,6359,2966,3398,466,843,1053
E02002422,6451,3203,3247,317,561,1733
E02002423,5798,2795,3000,372,635,1251
E02002424,7638,3712,3921,422,770,1814
E02002425,8670,4204,4464,422,776,2507
E02002426,7776,3809,3967,424,732,2063
E02002427,6705,3190,3523,377,591,1920
E02002428,8042,3951,4090,534,827,1513
E02002429,8524,4143,4375,485,810,2088
E02002430,8206,3878,4330,695,1125,1178
E02002431,8832,4298,4515,518,961,1514
E02002432,7653,3680,3968,375,791,1886
E02002433,6776,3414,3362,342,715,1665
E02002434,10194,4981,5205,642,1050,1600
E02002435,8300,4085,4220,513,777,1930
E02002436,6911,3354,3558,413,703,1668
E02002437,6172,3051,3122,288,631,1693
E02002438,8954,4359,4591,675,967,1834
E02002439,8665,4307,4361,480,859,1982
E02002440,7901,3858,4037,434,856,2031
E02002441,9760,4737,5017,589,1007,2152
E02002442,7270,3596,3674,400,708,1711
E02002443,6148,3005,3137,321,606,1509
E02002444,6930,3428,3501,401,618,1616
E02002445,8503,4052,4443,473,804,2229
E02002446,5928,2879,3051,266,532,1878
E02002447,6163,3005,3159,375,592,1615
E02002448,8096,3972,4115,534,848,1898
E02002449,9809,4766,5050,608,932,2145
E02002450,7907,3948,3965,447,814,1708
E02002451,7953,3857,4091,384,722,2446
E02002452,9206,4595,4610,558,945,2046
E02002453,9663,4780,4879,545,998,2263
E02002454,9189,4854,4332,566,1166,1537
E02002455,6487,3079,3408,388,723,1436
E02002456,8066,4419,3644,435,892,1502
E02002457,7947,3897,4058,524,856,1634
E02002458,9083,4441,4642,492,883,2453
E02002459,10056,4986,5068,648,1125,1986
E02002460,7480,3583,3887,309,681,2521
E02002461,11904,5841,6066,710,1255,2588
E02002462,7439,3642,3799,358,738,2156
E02002463,10376,4986,5389,728,1238,1800
E02002464,9039,4414,4615,597,946,2078
E02002465,6091,3061,3031,260,553,1987
E02002466,9053,4339,4712,437,864,2680
E02002467,8987,4699,4283,624,1184,1415
E02002468,6147,2939,3210,278,587,1796
E02002469,6524,3189,3336,350,630,1817
E02002470,6033,2945,3088,265,476,2423
E02002471,11468,5585,5900,594,985,3546
E02002472,5749,2676,3079,208,519,1831
E02002473,6715,3309,3409,341,587,2137
E02002474,6969,3414,3560,435,670,1604
E02002475,6279,3037,3241,272,476,2145
E02002476,6689,3287,3402,463,700,1365
E02002477,6291,3102,3190,346,648,1698
E02002478,6249,3066,3184,369,657,1403
E02002479,8144,3987,4163,383,819,2504
E02002480,5501,2735,2766,280,556,1697
E02002481,7383,3625,3758,438,829,1730
E02002482,7183,3541,3637,474,821,1600
E02002483,10239,4917,5323,568,1132,2397
E02002484,10279,4997,5276,658,1182,2535
E02002485,8001,3735,4268,481,889,1878
E02002489,7127,3492,3629,362,1097,1665
E02002490,5804,2826,2979,360,609,1394
E02002491,6469,3145,3324,339,752,1717
E02002492,6770,3269,3507,385,688,1879
E02002493,6754,3257,3491,309,614,2240
E02002494,7674,3583,4081,593,948,1681
E02002496,11876,6679,5190,656,3163,1329
E02002497,6113,3056,3056,437,841,1090
E02002498,8503,4621,3887,614,1526,1146
E02002499,7679,3619,4065,626,1034,1445
E02002500,5906,2945,2959,364,783,1244
E02002501,6265,3038,3228,433,700,1236
E02002502,9787,4723,5074,683,1206,2279
E02002503,6836,3226,3610,496,846,1247
E02002504,9759,4847,4909,602,1203,2120
E02002505,6386,2952,3434,522,813,1162
E02002506,5603,2715,2882,317,765,1171
E02002507,6237,3033,3203,369,667,1634
E02002508,5426,2598,2826,294,572,1669
E02002509,5144,2417,2725,308,531,1476
E02002510,7092,3419,3672,422,573,2208
E02002512,5339,2609,2721,234,498,1802
E02002513,10234,4884,5353,602,1068,2761
E02002514,8342,3917,4424,324,855,2480
E02002515,6473,3201,3267,300,733,1757
E02002516,5871,2840,3030,380,594,1500
E02002517,5316,2569,2740,316,606,1430
E02002518,10879,5322,5549,498,1058,3296
E02002519,7473,3584,3892,409,731,2241
E02002520,13084,6345,6737,497,1233,4473
E02002521,5874,2822,3052,166,453,2300
E02002523,6387,3055,3331,568,805,1091
E02002524,5399,2647,2751,243,549,1682
E02002525,7968,3734,4236,335,806,2604
E02002526,7707,3758,3949,383,780,2171
E02002527,5087,2511,2576,331,580,1316
E02002529,5738,2782,2956,292,647,1732
E02002530,6179,3062,3114,265,606,2034
E02002532,6733,3229,3502,352,649,1959
E02002533,6566,3179,3390,295,560,2210
E02002534,5572,2685,2893,179,432,2362
E02002535,9166,4502,4671,390,853,2849
E02002536,9325,4519,4814,483,923,2621
E02002537,8364,4039,4323,586,941,1825
E02002538,5639,2745,2895,284,543,1641
E02002539,10541,5205,5329,510,924,3162
E02002540,6065,2881,3188,257,453,2316
E02002541,6009,2941,3070,285,545,1788
E02002542,8030,3823,4200,476,917,1843
E02002543,9244,4415,4829,668,973,1804
E02002544,8919,4821,4095,443,1001,1826
E02002545,5032,2421,2607,220,414,1769
E02002546,7449,3647,3809,460,918,1498
E02002547,6099,2909,3180,243,516,2307
E02002549,7455,3542,3914,302,636,2722
E02002550,6046,2946,3100,314,590,1701
E02002551,5363,2719,2648,322,701,1050
E02002552,7148,3436,3711,414,757,1556
E02002553,5799,2733,3065,311,584,1529
E02002554,5042,2395,2645,249,522,1576
E02002555,10307,5049,5251,469,981,2983
E02002556,7267,3575,3695,325,777,1983
E02002558,11016,5438,5582,499,917,3499
E02002559,9661,4747,4912,460,913,2541
E02002560,6238,3014,3230,298,686,1537
E02002561,5421,2657,2770,210,518,1859
E02002562,5619,2812,2809,300,613,1390
E02002563,5550,2671,2879,231,529,1833
E02002564,9735,4659,5089,536,1054,2406
E02002567,9400,4525,4870,683,1052,2032
E02002568,6038,2945,3088,213,600,2005
E02002569,9143,4372,4776,322,754,3589
E02002570,7504,3668,3837,381,826,1962
E02002571,6361,3081,3275,427,678,1394
E02002572,6283,3092,3195,393,771,1242
E02002573,9374,4584,4785,425,846,2854
E02002574,8701,4350,4354,482,832,2276
E02002575,9451,4717,4736,372,1067,2436
E02002576,7448,3692,3753,374,719,2043
E02002577,7315,3408,3902,466,839,1802
E02002578,8403,4128,4274,432,945,1946
E02002579,7888,3811,4081,492,805,1942
E02002580,7882,3965,3914,539,974,1472
E02002581,7103,3460,3644,339,629,2354
E02002582,9319,4672,4644,463,972,2140
E02002583,7673,3741,3932,526,851,1631
E02002584,7325,3557,3768,386,822,1851
E02002585,10655,5405,5249,579,1160,2301
E02002586,9513,4510,5001,583,1152,2086
E02002587,6450,3076,3372,356,727,1633
E02002588,7098,3366,3730,322,829,1924
E02002589,6249,3063,3190,235,539,2322
E02002590,7305,4072,3227,257,738,2074
E02002591,6483,3088,3392,265,603,2114
E02002592,6221,3001,3220,258,604,1945
E02002593,5092,2486,2609,242,438,1624
E02002594,5519,2738,2781,279,607,1290
E02002595,8075,3949,4119,538,964,1382
E02002596,8046,3923,4120,341,867,2621
E02002597,9213,4456,4755,582,1113,1874
E02002598,11236,5582,5655,750,1173,1663
E02002599,11069,5481,5589,499,1211,2620
E02002600,9210,4555,4654,546,985,2013
E02002601,9032,4477,4556,462,822,2448
E02002602,8194,4078,4113,612,927,1114
E02002603,6937,3428,3509,273,696,2268
E02002604,7748,3822,3926,345,740,2387
E02002605,8926,4377,4556,406,954,2161
E02002606,11279,5697,5587,669,1217,1888
E02002607,11236,5811,5425,600,1111,2436
E02002608,8229,3962,4259,313,754,2939
E02002609,9667,4815,4850,636,1070,1622
E02002610,12664,6069,6591,559,1222,3510
E02002611,7783,3776,4017,339,760,2291
E02002612,9152,4437,4707,393,851,2611
E02002613,6847,3536,3310,273,655,1918
E02002614,5815,2821,2989,187,555,2139
E02002615,10822,5328,5498,829,1211,2258
E02002616,9597,4721,4881,720,1289,1644
E02002617,9638,4777,4863,645,1695,1237
E02002618,8026,3965,4058,580,1315,1132
E02002619,9409,4772,4635,700,1328,1428
E02002620,9070,4682,4392,621,1363,1525
E02002621,8575,4252,4326,586,1506,1157
E02002622,11084,5541,5541,874,1725,1631
E02002623,10485,5109,5384,838,1340,1832
E02002624,8741,4325,4418,405,849,2747
E02002625,10072,4967,5102,685,1251,1782
E02002626,7274,3487,3794,386,820,1879
E02002627,7509,3782,3726,376,893,1372
E02002628,6847,3387,3457,363,747,1717
E02002629,5973,2926,3049,394,780,1221
E02002630,6342,3120,3220,359,726,1442
E02002631,8959,4450,4508,466,904,2408
E02002632,6318,3118,3200,238,564,2011
E02002633,7616,3662,3958,289,701,2865
E02002634,8007,3823,4174,327,745,2835
E02002635,7796,3880,3920,318,707,2794
E02002636,8003,3875,4119,425,768,2199
E02002637,6252,3081,3171,346,606,1714
E02002638,6492,3641,2850,266,742,1679
E02002639,6079,2986,3097,373,748,1181
E02002640,7098,3579,3516,504,912,1337
E02002641,7985,3812,4175,447,862,1943
E02002642,7075,3777,3293,365,806,1571
E02002643,7787,3849,3945,525,1006,1510
E02002644,7860,3797,4060,424,787,2102
E02002645,6313,3341,2967,331,772,1428
E02002646,7072,3412,3663,363,683,2057
E02002647,7997,3852,4150,475,892,1806
E02002648,7097,3368,3730,430,740,1753
E02002649,8356,4189,4160,390,873,2395
E02002650,8312,3950,4353,421,739,2814
