MSOA,population,males,females,children,youth,elderly
E02005865,8604,4240,4367,408,703,2897
E02005866,9226,4488,4740,467,741,3101
E02005868,7303,3566,3724,376,697,1993
E02005869,5876,2797,3078,323,655,1342
E02005870,6679,3190,3485,338,708,1453
E02005871,7057,3336,3722,324,607,2323
E02005872,6591,3171,3422,294,574,2206
E02005873,10027,4849,5174,444,906,3240
E02005874,8422,4129,4303,446,675,2406
E02005875,8185,3976,4208,485,799,1919
E02005876,8829,4337,4485,455,873,2387
E02005877,7386,3583,3805,391,756,1757
E02005878,9661,4717,4947,427,1004,2640
E02005879,7327,3529,3796,491,718,1356
E02005880,6410,3127,3282,375,688,1698
E02005881,6230,2999,3230,361,571,1681
E02005882,7830,3857,3974,319,685,2573
E02005883,8318,4049,4275,495,833,1909
E02005884,6089,2979,3107,278,575,1801
E02005885,8904,4371,4536,475,869,2465
E02005886,11426,5536,5888,597,1073,2993
E02005887,10177,5114,5058,651,1104,1912
E02005888,8436,4230,4207,520,994,1622
E02005889,10684,5271,5412,587,995,2836
E02005890,6567,3256,3313,292,579,1996
E02005891,6356,3166,3187,348,720,1396
E02005892,13056,6441,6604,660,1166,3450
E02005893,11272,5576,5699,607,1176,2893
E02005894,11776,5696,6062,745,1168,2890
E02005895,8054,3959,4107,288,657,3072
E02005896,7581,3692,3887,301,627,2929
E02005897,9285,4574,4718,411,896,2979
E02005898,11367,5544,5823,599,1122,2872
E02005899,11687,5891,5794,724,1299,2576
E02005900,7551,3468,4087,217,1171,2791
E02005901,9663,4729,4929,553,1003,2333
E02005902,8216,3927,4289,509,781,2298
E02005903,10350,5077,5270,481,977,3203
E02005904,9451,4642,4810,422,885,2759
E02005905,6711,3714,2999,206,606,2248
E02005906,7273,3942,3331,269,578,2485
E02005907,10109,4841,5267,538,960,2728
E02005908,9252,4435,4818,399,823,3168
E02005909,8337,4158,4178,469,1067,1630
E02005910,8957,4458,4503,402,1788,1462
E02005911,8507,4207,4294,382,885,2032
E02005912,9335,4519,4821,419,899,2576
E02005913,8586,4224,4357,495,830,2134
E02005914,8207,4006,4200,491,776,1976
E02005915,5715,2832,2880,249,480,2046
E02005916,7673,3690,3988,432,602,2044
E02005917,5939,2903,3038,216,456,2386
E02005918,5082,2444,2638,240,478,1801
E02005919,7311,3416,3897,342,1300,1828
E02005920,8788,4263,4525,503,774,2738
E02005921,6900,3407,3495,411,554,2076
E02005922,8840,4419,4422,590,962,1490
E02005923,6013,3021,2992,374,691,1090
E02005924,12598,6490,6115,816,1480,1952
E02005925,8885,4336,4548,573,1082,1640
E02005926,9019,4317,4707,369,941,2814
E02005927,5649,2835,2813,314,545,1385
E02005928,11103,5417,5676,724,1083,2727
E02005929,7340,3560,3773,317,669,2365
E02005930,9469,4667,4790,592,848,2438
E02005931,11249,5520,5726,756,1086,2235
E02005932,6721,3392,3334,370,796,985
E02005933,7716,3818,3898,423,812,1690
E02005934,8849,4338,4514,444,888,2349
E02005935,8581,4229,4345,523,911,1416
E02005936,13061,6779,6282,862,1148,2863
E02005937,6538,3191,3352,270,551,2193
E02005938,5684,2835,2848,284,552,1475
E02005939,6785,3333,3452,342,620,1931
E02005940,6162,2990,3167,258,620,1732
E02005941,7084,3426,3659,264,1085,1643
E02005942,6250,2946,3308,186,1236,1485
E02005943,7329,3501,3834,371,1073,1452
E02005944,8395,4185,4206,522,990,1273
E02005945,11114,5206,5907,378,2814,1994
E02005946,8466,4128,4337,451,975,1709
E02005947,18471,9335,9138,254,11782,955
E02005948,6617,3305,3316,326,1416,1044
E02005949,7622,3564,4059,353,2195,927
E02005950,11138,5536,5596,303,4274,1314
E02005951,5578,2750,2823,216,734,1006
E02005953,6013,2933,3077,238,1105,867
E02005954,10485,5272,5215,640,1154,2074
E02005955,11230,5528,5706,726,1251,1751
E02005956,6558,3224,3335,367,807,1149
E02005957,6910,3358,3552,447,911,912
E02005958,5382,2622,2763,278,521,1490
E02005959,5895,2926,2971,280,578,1813
E02005960,7892,3856,4032,489,680,2093
E02005961,6729,3270,3471,310,575,2095
E02005962,10168,5030,5144,602,943,2809
E02005963,8034,3983,4044,363,744,2467
E02005964,7297,3570,3728,337,659,2349
E02005965,5520,2671,2852,258,483,1726
E02005966,8114,4088,4019,456,876,1047
E02005967,9538,4750,4787,698,920,1532
E02005968,8009,4292,3716,495,823,1785
E02005969,9699,4642,5056,527,895,2700
E02005970,5515,2822,2692,312,610,1023
E02005971,6356,3162,3197,343,663,1540
E02005972,12019,5890,6122,837,1006,2640
E02005973,5914,2771,3143,253,493,1963
E02005974,6276,3002,3270,297,590,1792
E02005975,8233,4071,4163,313,818,2672
E02005976,6340,3144,3196,223,706,2022
E02005977,6160,2995,3167,309,522,1977
E02005978,7598,3727,3872,332,726,2388
E02005979,10275,5153,5118,434,1259,2556
E02005980,11767,6397,5364,544,1654,3040
E02005981,8556,4238,4316,396,723,2396
E02005982,5738,2818,2920,319,498,1536
E02005983,10981,5445,5535,573,1154,2576
E02005984,9155,4517,4636,505,813,2457
E02005985,7904,3898,4005,441,779,2121
E02005986,9688,4710,4974,507,856,2539
E02005987,10298,5063,5239,712,954,2396
E02005988,9125,4538,4591,669,791,2123
E02005991,10064,4883,5188,505,989,2794
E02005992,13911,6772,7145,983,1203,3224
E02005993,7256,3475,3775,390,631,2200
E02005994,6271,3050,3214,265,599,1927
E02005995,6364,3101,3269,236,566,2305
E02005996,8934,4317,4615,397,812,2639
E02005997,5952,2880,3067,249,513,2113
E02005998,7029,3390,3644,354,559,2204
E02005999,6540,3201,3342,260,629,2131
E02006000,11774,5751,6023,567,1211,3025
E02006001,7088,3426,3661,453,728,1430
E02006002,10769,5272,5499,522,1121,2988
E02006003,5926,2914,3015,282,581,1756
E02006004,7338,4006,3334,260,1064,2037
E02006005,10032,4938,5091,836,933,1392
E02006006,5650,2842,2809,297,520,1521
E02006007,7312,3577,3729,341,634,2322
E02006008,10453,5134,5329,593,988,2688
E02006009,7934,4486,3454,306,1359,2196
E02006010,11875,5694,6187,531,989,4132
E02006011,5657,2691,2972,201,528,2108
E02006012,6191,3078,3116,215,502,2380
E02006013,7878,3913,3969,268,720,2925
E02006014,9908,4907,5006,487,808,3807
E02006015,10143,4957,5184,457,964,3178
E02006016,8151,3973,4176,344,697,2874
E02006017,8067,3996,4080,311,773,2875
E02006018,12590,6239,6355,686,1273,3731
E02006019,6287,3126,3159,276,833,2082
E02006020,7744,4386,3358,335,870,2040
E02006021,8764,4337,4424,358,863,2787
E02006022,6064,3015,3048,311,600,1830
E02006023,10039,4751,5290,525,1098,3155
E02006024,9911,4690,5227,606,991,2657
E02006025,9565,4740,4826,338,1113,2897
E02006026,7375,3645,3723,288,703,2469
E02006027,5450,2707,2745,230,474,1988
E02006028,9813,4822,4985,385,992,3274
E02006029,8176,3998,4180,470,1000,1868
E02006030,9091,4656,4439,549,1041,1805
E02006031,7963,3891,4068,372,797,1985
E02006032,8656,4231,4422,509,926,2218
E02006033,8488,4230,4255,297,832,2721
E02006034,10663,5182,5473,599,1027,2905
E02006035,5858,2795,3065,213,455,2342
E02006036,6572,3164,3409,264,579,2044
E02006037,9970,4878,5084,417,1333,2885
E02006038,8426,4145,4280,437,725,2696
E02006039,8233,3992,4240,348,725,2949
E02006040,7783,3803,3980,273,800,2668
E02006041,5650,2807,2849,216,483,2234
E02006042,5755,2733,3020,131,430,2850
E02006043,6716,3299,3419,284,546,2474
E02006044,6103,3022,3086,185,455,2755
E02006045,10711,5102,5610,426,999,4220
E02006046,8913,4463,4463,369,737,3362
E02006047,8757,4268,4492,350,768,2853
E02006048,7182,3606,3575,281,790,2183
E02006049,7216,3462,3754,347,633,2552
E02006050,8794,4195,4589,522,869,2100
E02006051,8471,4036,4442,336,950,2975
E02006052,7745,3746,4000,308,660,2553
E02006053,11145,5381,5768,735,1068,2561
E02006054,8312,3969,4348,354,703,3167
E02006055,9086,4502,4589,553,911,2176
E02006056,7788,3834,3957,380,672,2531
E02006057,7642,3668,3972,320,596,2560
E02006058,8792,4342,4446,343,1354,2518
E02006059,6936,3392,3543,255,629,2521
E02006060,8213,3987,4226,383,874,2240
E02006061,9367,4591,4774,388,894,3119
E02006062,11060,5415,5642,371,940,4407
E02006063,6910,3416,3499,221,672,2566
E02006064,7778,3735,4044,254,634,3351
E02006065,8875,4319,4554,444,892,2649
E02006066,8511,4166,4344,388,771,3017
E02006067,7134,3558,3575,266,699,2640
E02006068,7865,3955,3910,450,974,1606
E02006069,10571,5553,5019,601,1177,2106
E02006070,8825,4385,4441,626,840,2012
E02006071,9578,4718,4857,461,1049,2650
E02006072,9362,4595,4772,315,866,3599
E02006073,7823,3930,3896,465,951,1642
E02006074,11664,5745,5921,757,1135,2764
E02006075,5348,2537,2810,236,638,1640
E02006076,9088,4285,4798,319,836,3561
E02006077,6242,2954,3284,305,532,2309
E02006078,6278,3043,3234,230,541,2369
E02006079,8363,4095,4267,478,753,2594
E02006080,6927,3812,3110,350,1002,1862
E02006081,5769,2826,2942,226,559,2152
E02006082,7085,3482,3598,375,617,2392
E02006083,5603,2667,2940,218,526,2068
E02006084,7464,3548,3915,262,543,3082
E02006085,7742,3795,3948,512,713,1992
E02006086,7725,3852,3870,387,902,1873
E02006087,6010,2884,3127,347,648,1344
E02006088,7867,3825,4044,492,934,1711
E02006089,7214,3706,3515,403,916,1453
E02006090,7198,3469,3728,401,697,1844
E02006091,9969,4857,5109,372,858,3785
E02006092,6481,3258,3222,270,628,2047
E02006093,8760,4211,4557,411,712,3229
E02006094,5416,2650,2767,204,492,2054
E02006095,8372,4003,4362,377,756,2944
E02006096,7348,3616,3737,418,709,2215
E02006097,6939,3475,3459,394,735,2050
E02006098,7470,3658,3813,243,580,3125
E02006099,7163,3446,3723,298,754,2173
E02006100,8226,4054,4174,467,989,2247
E02006101,5751,2831,2918,187,533,2124
E02006102,6906,3330,3571,364,735,1918
E02006103,7987,3881,4107,320,712,2897
E02006104,10742,5202,5536,718,1099,2363
E02006105,11302,5671,5635,695,1167,2383
E02006106,9930,4853,5070,592,1006,2388
E02006107,8390,3973,4415,515,886,1927
E02006108,8668,4231,4436,357,807,2879
E02006109,7972,3797,4181,365,683,2729
E02006110,10519,5103,5412,647,1034,2714
E02006111,10657,5191,5472,352,988,4168
E02006112,8290,4077,4212,280,861,2974
E02006113,7436,3617,3822,313,697,2946
E02006114,6380,3046,3342,213,495,3037
E02006115,7554,3611,3934,308,568,3187
E02006116,7978,3873,4090,230,602,3544
E02006117,5595,2698,2895,146,364,2554
E02006118,7410,3651,3756,320,728,2496
E02006119,8190,4016,4182,464,920,2027
E02006120,9284,4547,4743,522,949,2344
E02006121,5869,2917,2953,339,562,1448
E02006122,8047,3986,4062,511,802,1743
E02006123,6454,3191,3271,324,662,1566
E02006124,7344,3565,3776,418,748,1721
E02006125,7309,3552,3759,402,796,1954
E02006126,8377,4176,4198,444,863,2188
E02006127,7133,3527,3605,403,820,1298
E02006128,8474,4151,4320,369,758,2951
E02006129,8299,4141,4158,544,898,1864
E02006130,8324,4090,4226,506,835,2053
E02006131,7744,3835,3905,307,824,2556
E02006132,7084,3479,3599,429,760,1703
E02006133,6940,3421,3515,331,795,1846
E02006134,10441,5060,5384,476,944,3204
E02006135,7762,3755,4001,310,709,2524
E02006136,9027,4895,4128,291,822,2981
E02006137,9158,4462,4693,563,932,2070
E02006138,8058,4090,3970,658,1025,1106
E02006139,8468,4312,4155,615,1003,1290
E02006140,8392,4168,4218,467,922,2204
E02006141,12154,6332,5826,948,1612,1575
E02006142,5262,2572,2698,252,519,1640
E02006143,9380,4623,4761,595,1007,1954
E02006144,8194,4113,4079,473,857,2021
E02006145,5966,2911,3057,247,538,1954
E02006146,8794,4329,4461,513,759,2469
E02006147,8406,4070,4344,398,826,2434
E02006148,7151,3567,3588,276,691,2490
E02006149,10726,5201,5520,544,1118,2984
E02006150,11454,5627,5824,457,929,4198
E02006151,9775,4846,4926,529,950,2674
E02006152,10406,5030,5373,531,983,2843
E02006153,9163,4524,4639,566,823,2379
E02006154,9636,4712,4917,370,840,3659
E02006155,5725,2778,2949,381,643,1303
E02006156,7965,3885,4075,309,703,2901
E02006157,7235,3866,3366,350,1160,1909
E02006158,8097,4027,4058,303,802,2594
E02006159,5709,2750,2960,303,588,1659
E02006160,8638,4243,4399,497,828,2452
E02006161,6573,3241,3333,283,687,2009
E02006162,8326,4099,4222,370,785,2618
E02006163,7868,3888,3980,444,924,1903
E02006164,7227,3531,3695,458,867,1659
E02006165,7412,3687,3725,400,749,1863
E02006166,6981,3429,3546,290,735,2059
E02006167,10012,4885,5121,605,1601,2001
E02006168,8351,4135,4214,314,1895,2106
E02006169,7568,3553,4014,269,2643,1409
E02006170,5169,2520,2649,221,494,1785
E02006171,9031,4415,4614,443,1131,2605
E02006172,9417,4596,4829,359,886,3318
E02006173,6936,3454,3476,234,606,2620
E02006174,10917,5389,5535,511,1053,3584
E02006175,6846,3332,3515,389,699,1613
E02006176,7325,3515,3809,260,636,2718
E02006177,9788,4882,4904,493,919,3137
E02006178,7512,3663,3844,363,794,2339
E02006179,9543,6204,3331,277,1240,2355
E02006180,6953,3353,3594,353,705,2078
E02006181,5561,2644,2920,288,464,1773
E02006182,7147,3454,3684,318,656,2411
E02006185,7119,3421,3697,318,665,2370
E02006186,12487,6097,6402,528,1147,4399
E02006187,7102,3423,3670,239,580,2864
E02006188,5973,2955,3017,232,558,2130
E02006189,7178,3454,3713,239,547,2780
E02006190,11084,5467,5611,548,1056,3070
E02006191,8117,3960,4158,385,705,2744
E02006192,9189,4435,4756,410,739,2934
E02006193,7485,3696,3786,420,653,2178
E02006194,8381,4051,4334,500,813,1996
E02006195,8751,4258,4503,361,667,3294
E02006196,7259,3913,3337,444,758,1313
E02006197,9444,4878,4571,612,1035,1722
E02006198,8951,4492,4451,448,996,2326
E02006199,8320,4127,4190,336,740,2738
E02006200,7733,3712,4017,508,834,1808
E02006201,12120,5894,6226,515,1080,4145
E02006202,9203,4570,4634,339,791,3289
E02006203,7684,3757,3929,416,790,1916
E02006204,7482,3672,3810,387,760,2229
E02006205,7241,3605,3627,233,559,2827
E02006206,7991,3886,4109,436,883,1764
E02006207,6239,3095,3144,206,459,2564
E02006208,7994,3966,4026,395,763,2148
E02006209,10616,5162,5453,459,993,3658
E02006210,5218,2625,2594,213,406,1974
E02006211,6352,3072,3276,228,573,2350
E02006212,7744,3820,3916,307,717,2812
E02006213,6525,3241,3284,248,649,2077
E02006214,6188,3094,3094,322,626,1991
E02006215,7845,3866,3981,292,702,2775
E02006216,8411,4164,4247,341,772,2803
E02006217,10204,4946,5259,574,1029,3064
E02006218,8451,4130,4316,457,908,2186
E02006219,8317,4184,4138,507,963,1951
E02006220,7343,3607,3742,360,696,2177
E02006221,5812,2929,2886,270,628,1309
E02006222,6901,3377,3525,389,744,1727
E02006223,6852,3352,3509,465,885,1213
E02006224,7484,3729,3758,404,797,1743
E02006225,7337,3595,3741,354,672,2151
E02006226,9932,4888,5042,664,1108,2031
E02006227,6435,3138,3298,234,473,2661
E02006228,6161,3036,3125,292,550,2029
E02006229,6178,3008,3177,225,534,2437
E02006230,11010,5250,5767,471,1043,3726
E02006231,8630,4275,4356,398,821,2373
E02006232,6122,3000,3117,268,572,2149
E02006233,11626,5560,6058,553,1171,3636
E02006234,9950,4755,5190,544,1146,2434
E02006235,8202,4032,4164,331,675,3057
E02006236,10437,5082,5359,375,975,3742
E02006237,7598,3664,3924,281,800,2652
E02006238,9684,4857,4834,485,904,2991
E02006239,8721,4632,4086,664,1597,1467
E02006240,10232,5371,4864,854,1456,2007
E02006241,8844,4438,4397,485,1089,2313
E02006242,10636,5225,5412,834,1110,1919
E02006243,9330,4599,4731,513,874,2062
E02006245,8287,4023,4269,510,881,2209
E02006246,7436,3676,3759,398,732,2201
E02006247,9103,4536,4564,593,1024,1737
E02006248,8481,4134,4347,426,970,1973
E02006249,8384,4137,4248,362,884,2300
E02006250,10193,5198,4998,723,1281,1432
E02006251,10696,5575,5117,631,1442,1534
E02006252,9699,4813,4882,568,1026,1921
E02006253,7446,3700,3746,348,715,2454
E02006254,9402,4737,4659,584,1051,1762
E02006255,8122,4026,4096,455,1202,1550
E02006256,9841,4865,4973,684,1195,1756
E02006257,6773,3283,3498,353,635,1941
E02006258,9651,4749,4904,572,1225,1831
E02006259,7279,3538,3741,507,757,1930
E02006260,8849,4323,4524,611,1001,1870
E02006261,7958,3834,4122,255,707,3108
E02006262,8996,4421,4564,324,790,3290
E02006263,7533,3735,3794,271,681,2924
E02006264,8867,4377,4491,450,848,2746
E02006265,7379,3599,3777,312,668,2584
E02006266,9432,4626,4821,388,826,3458
E02006267,8348,4145,4202,254,818,2896
E02006268,6159,2934,3230,272,624,1973
E02006269,7733,3803,3934,394,751,2316
E02006270,12797,6350,6438,738,1381,2658
E02006271,9850,5086,4759,568,1045,2659
E02006272,7652,3738,3925,282,725,2661
E02006273,6840,3308,3525,293,585,2560
E02006274,6596,3435,3166,308,836,1815
E02006275,6996,3434,3564,381,858,1531
E02006276,8228,4042,4189,400,711,2694
E02006277,7687,3828,3861,432,806,1551
E02006278,8381,4190,4187,344,993,2278
E02006279,8748,4327,4427,513,827,2888
E02006280,9732,4720,5010,424,946,3295
E02006281,8320,3909,4415,306,662,3133
E02006282,6517,3174,3344,214,495,2658
E02006283,8250,4684,3569,342,766,2271
E02006284,7731,3753,3981,443,792,1883
E02006285,7549,3765,3780,427,845,1428
E02006286,11153,5519,5640,662,1232,2468
E02006287,6258,3096,3167,216,409,2914
E02006288,10055,4827,5224,392,1095,3555
E02006289,9699,4647,5052,473,850,3561
E02006290,8104,3856,4248,345,696,3280
E02006291,7668,3687,3979,327,676,2903
E02006292,6785,3317,3467,225,626,2397
E02006293,11151,5983,5165,513,1134,3314
E02006294,7878,3685,4193,259,722,3219
E02006295,9321,4529,4795,385,959,3047
E02006296,13090,6451,6646,619,1317,3704
E02006297,8048,3972,4072,264,765,2781
E02006298,9142,4505,4638,418,817,2967
E02006299,8234,3902,4330,231,612,3986
E02006300,7936,3853,4079,462,867,2134
E02006301,6304,3038,3267,258,616,2249
E02006302,6636,3237,3398,176,519,2777
E02006303,7980,3807,4177,450,924,1920
E02006304,8148,3950,4203,366,668,3098
E02006305,9734,4783,4943,703,1188,1859
E02006306,7287,3577,3716,335,668,2386
E02006307,7323,3572,3755,207,627,3120
E02006308,7627,3846,3788,438,830,1992
E02006309,6740,3174,3569,290,605,2434
E02006310,8079,3877,4201,414,824,2174
E02006311,8208,3899,4310,321,718,3044
E02006312,8485,4160,4329,326,816,2999
E02006313,9933,4777,5153,407,821,3796
E02006314,7262,3575,3685,315,632,2705
E02006315,5843,2816,3030,209,457,2643
E02006316,7071,3419,3653,289,510,2988
E02006317,6348,3031,3317,386,579,1663
E02006318,6967,3359,3606,446,568,1731
E02006319,7214,3485,3724,506,645,1529
E02006320,7252,3498,3748,619,640,1287
E02006321,6605,3168,3444,427,560,1475
E02006322,6490,3142,3335,359,649,1347
E02006323,7523,3680,3850,504,575,1839
E02006324,7915,3801,4109,586,766,1473
E02006325,9172,4489,4679,476,926,2045
E02006326,7526,3684,3850,535,596,1586
E02006327,6698,3215,3485,367,531,1749
E02006328,9599,4627,4977,570,788,2051
E02006329,7095,3420,3674,324,716,1882
E02006330,9929,4772,5161,636,885,2428
E02006331,7263,3512,3751,385,688,1947
E02006332,6650,3216,3436,316,599,1673
E02006333,9943,4796,5145,493,1073,2482
E02006334,8549,4113,4439,422,792,2316
E02006335,7913,3862,4060,410,747,2314
E02006336,7166,3408,3754,465,771,1377
E02006337,8871,4386,4490,486,883,2433
E02006338,6785,3265,3528,393,652,1738
E02006339,10919,5377,5532,709,1120,1771
E02006341,10248,4967,5290,600,1207,2221
E02006342,8197,3810,4393,495,988,1808
E02006343,9056,4347,4699,472,1028,2185
E02006344,8517,4094,4423,340,805,2670
E02006345,7677,4416,3260,353,1692,1613
E02006346,9926,4797,5127,360,1006,3173
E02006347,7127,3519,3608,402,615,1863
E02006348,8458,4052,4410,460,863,2402
E02006349,8000,3974,4021,451,1193,1458
E02006350,6380,3228,3147,377,917,1180
E02006351,8364,4070,4299,407,897,1822
E02006352,6146,3128,3011,293,1420,1207
E02006353,6114,2993,3122,334,640,1498
E02006354,9613,4658,4962,423,1074,2474
E02006355,9758,4508,5247,289,4544,988
E02006356,11459,5751,5706,562,1918,1712
E02006357,7214,3443,3767,472,628,1836
E02006358,8970,4448,4523,301,3687,1148
E02006359,6129,3027,3097,274,723,1600
E02006360,8126,3891,4238,366,743,2420
E02006361,5660,2706,2954,221,553,1883
E02006362,6903,3273,3637,347,720,2055
E02006363,6052,2954,3099,269,603,1826
E02006364,7701,3777,3933,523,794,1445
E02006365,6256,3042,3220,244,604,2014
E02006366,8025,3965,4055,379,811,2610
E02006367,5967,2885,3083,244,543,2078
E02006368,5678,2703,2982,215,516,2050
E02006369,6261,3046,3211,218,498,2531
E02006370,6341,3083,3265,273,614,1804
E02006371,7320,3556,3766,318,671,2151
E02006372,6413,3077,3329,364,633,1583
E02006373,7510,3657,3851,305,705,2284
E02006374,6953,3487,3462,297,623,2250
E02006375,6773,3291,3479,350,638,1897
E02006376,9232,4721,4505,362,880,2788
E02006377,6167,2943,3221,246,649,1972
E02006378,8854,4338,4506,494,852,2170
E02006379,6966,3259,3704,558,717,1205
E02006380,7098,3429,3671,321,608,2496
E02006381,7255,3601,3659,333,705,2302
E02006382,6864,3373,3491,505,648,1215
E02006383,10113,4860,5255,505,1038,2542
E02006384,10914,5345,5573,653,1080,2116
E02006385,11318,5629,5683,884,1017,1666
E02006386,8376,4056,4318,451,795,1773
E02006387,6787,3312,3476,419,682,1444
E02006388,9326,4565,4760,584,859,1829
E02006389,7371,3618,3758,443,724,1810
E02006390,10500,5107,5399,831,918,2143
E02006391,7749,3822,3927,519,650,1638
E02006392,9172,4548,4628,584,743,2161
E02006393,6942,3321,3620,315,1957,1202
E02006394,11826,5585,6242,340,5222,1774
E02006395,9756,4727,5024,622,1091,1996
E02006396,5960,2904,3056,265,656,1871
E02006397,6334,3071,3260,286,618,1747
E02006398,8651,4173,4483,577,785,1774
E02006399,12272,5973,6293,845,1132,2762
E02006400,5688,2761,2926,298,443,1696
E02006401,10713,5164,5552,647,1103,2429
E02006402,9939,4855,5080,582,996,2612
E02006403,6743,3412,3330,486,657,1296
E02006404,7759,3884,3871,541,883,1278
E02006405,11427,5568,5850,719,1142,2567
E02006406,8955,4502,4455,545,890,1603
E02006407,9309,4572,4733,555,895,2319
E02006408,8850,4400,4448,563,840,1871
E02006409,6775,3282,3498,370,739,1558
E02006410,8513,4164,4352,549,937,1595
E02006411,7194,3538,3659,364,628,2119
E02006412,7742,3748,3992,389,682,2053
E02006413,6474,3109,3363,329,603,1904
E02006414,6241,3035,3195,309,568,1771
E02006415,6989,3400,3589,289,569,2462
E02006416,8388,4113,4270,432,734,2622
E02006417,6083,3006,3079,359,462,1532
E02006418,6539,3127,3409,258,588,2055
E02006419,8250,3958,4288,498,960,1661
E02006420,7745,3777,3965,288,859,2302
E02006421,10340,5242,5094,525,1138,2273
E02006422,6205,3019,3186,290,632,1591
E02006423,11211,5486,5725,593,1212,2489
E02006424,6490,3231,3266,267,670,1888
E02006425,6441,3139,3310,289,651,1597
E02006426,5546,2739,2800,263,516,1522
E02006427,7227,3615,3613,425,669,1725
E02006429,8213,4065,4146,579,743,1861
E02006430,9514,4572,4943,650,1028,2008
E02006431,11574,5394,6164,700,1295,2615
E02006432,5670,2781,2892,298,549,1675
E02006433,9494,4578,4914,508,848,2906
E02006434,6629,3151,3475,399,715,1651
E02006435,6115,2964,3147,346,571,1718
E02006436,6215,2952,3263,372,598,1662
E02006437,8388,4078,4312,390,849,2676
E02006438,8352,4143,4210,324,850,2602
E02006439,6238,3046,3193,320,621,1695
E02006440,7195,3586,3614,350,826,1906
E02006441,8429,3964,4463,409,1384,2158
E02006442,6414,3169,3243,285,652,1840
E02006443,7499,3610,3891,509,575,1919
E02006444,7175,3519,3655,414,771,1711
E02006445,8432,4330,4104,495,1050,1828
E02006446,6975,3255,3723,321,703,2016
E02006447,6747,3317,3432,309,733,1775
E02006448,7387,3585,3805,447,600,1814
E02006449,6954,3323,3636,355,652,2137
E02006450,7167,3439,3721,359,760,1986
E02006451,11797,5714,6073,542,1319,3823
E02006453,8384,3950,4434,365,962,2817
E02006454,6763,3263,3499,345,573,1967
E02006455,6141,3000,3143,308,604,1579
E02006456,8021,3903,4119,495,758,1819
E02006457,9329,4577,4756,504,802,2805
E02006458,9229,4542,4687,456,884,2491
E02006459,10659,5445,5207,769,1478,1396
E02006460,9319,4576,4742,595,797,2040
E02006461,6787,3396,3393,318,650,1837
E02006462,8342,4134,4211,457,830,1737
E02006463,10657,5460,5198,693,910,1726
E02006464,6809,3344,3467,399,660,1692
E02006465,6212,3074,3142,344,558,1644
E02006466,11308,5565,5741,735,1251,1765
E02006467,7263,3617,3654,450,634,1708
E02006468,10947,5312,5645,484,1125,3130
E02006469,8777,4278,4498,485,883,2314
E02006470,11739,5844,5896,620,1190,3250
E02006471,6973,3431,3541,287,661,2306
E02006472,9825,4819,5008,532,988,2617
E02006473,10379,5058,5326,504,973,3107
E02006474,6392,3177,3210,293,538,1964
E02006475,9582,4700,4874,573,908,2482
E02006476,9599,4673,4926,737,1080,1696
E02006477,8743,4300,4443,477,898,2273
E02006478,8406,4164,4244,491,909,1742
E02006479,9143,4594,4551,531,1052,1814
E02006480,7494,3680,3813,469,784,1736
E02006481,7318,3590,3728,463,832,1692
E02006482,7256,3615,3639,473,721,1656
E02006483,7957,3909,4052,466,886,1796
E02006484,7650,3736,3909,400,804,1781
E02006485,6589,3223,3364,249,610,2463
E02006486,7073,3504,3575,355,728,2028
E02006487,6944,3360,3587,390,757,2004
E02006488,6078,2952,3124,249,478,2515
E02006489,8058,3963,4091,513,883,1680
E02006490,7741,3776,3966,437,832,1955
E02006493,10698,5322,5372,653,1104,1886
E02006494,7275,3669,3608,390,809,1519
E02006495,7769,3828,3936,376,711,2454
E02006496,7142,3723,3421,395,860,1046
E02006497,8090,4122,3964,453,832,1415
E02006498,13864,6844,7017,837,1547,2671
E02006499,6439,3216,3221,344,583,1556
E02006500,6102,3085,3020,241,998,1720
E02006501,10215,5023,5189,557,975,2686
E02006502,11054,5330,5716,486,960,3790
E02006503,10172,4906,5264,571,900,3055
E02006504,5874,2926,2958,214,524,2187
E02006505,6965,3286,3675,276,599,2707
E02006506,6035,2968,3072,277,545,1924
E02006507,11025,5391,5644,574,1081,2899
E02006508,11157,5489,5661,583,906,3198
E02006509,5870,2815,3050,235,496,2131
E02006510,6852,3313,3537,257,536,2687
E02006511,10653,5146,5510,575,976,3268
E02006512,12299,6031,6267,574,1190,3369
E02006513,8334,3972,4374,376,755,2648
E02006514,8860,4159,4703,291,736,3303
E02006515,11179,5464,5712,598,955,3430
E02006516,9594,4753,4829,430,769,3053
E02006517,9819,4790,5026,566,866,2749
E02006518,10196,4881,5311,414,841,3717
E02006519,7989,3886,4103,347,739,2601
E02006520,8442,4129,4312,370,854,2579
E02006521,7312,3592,3713,290,686,2556
E02006522,5808,2896,2917,234,516,1956
E02006523,12910,6320,6578,518,3048,3285
E02006524,5525,2711,2814,328,549,1309
E02006525,13034,6435,6597,570,2066,3193
E02006526,8651,4237,4411,454,747,2459
E02006527,9362,4768,4595,395,1269,2225
E02006528,11246,5826,5414,543,2166,1969
E02006529,12694,6249,6441,747,1264,2612
E02006530,13235,6573,6665,782,1390,2843
E02006531,10332,5436,4902,442,2677,1555
E02006532,11645,5661,5984,805,1028,2540
E02006533,10286,5129,5160,610,983,2296
E02006534,9093,4363,4731,458,924,2489
E02006535,7362,3570,3804,387,555,2324
